Poll ID,Plantilla,Flujo,Canal,Paso Origen,Nodo Origen,Nodo Destino,Es Fuga,Origen ID,Destino ID,N Clientes,Pct Del Nodo,Nodo Origen Key,Nodo Destino Key
1292751,(sin nombre),(sin nombre) #1292751,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,✖ No avanzó (abandonó),true,10280108,__FIN__,1,25.0,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280112,10280130,6,37.5,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,10280112,10280147,7,43.8,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · Entiendo que no lo has logrado gestionar desde t…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,✖ No avanzó (abandonó),true,10280112,__FIN__,3,18.8,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,"⚙️ Si estás experimentando problemas técnicos, no te preocupes, estamos para ayudarte. ¿Puedes contarme más del problema por favor? En breve te respondemos.",false,10280113,10280101,1,1.1,P2 · 💳 ¿Qué te gustaría hacer?,"P3 · ⚙️ Si estás experimentando problemas técnicos, n…"
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,false,10280113,10280115,20,22.5,P2 · 💳 ¿Qué te gustaría hacer?,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de fecha de pago en menos de 1 minuto. 👇🏻 https://opcionyo.com/atc/adelantar-fecha-renovacion,false,10280113,10280116,4,4.5,P2 · 💳 ¿Qué te gustaría hacer?,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,"Para poder evaluar tu solicitud de reembolso, por favor registra tus datos aquí: https://share.hsforms.com/1yUsEVqycSGKrLfZsjQd0WQnwr6y En máximo 72 horas hábiles nos comunicaremos contigo para continuar con tu proceso. Muchas gracias🌟",false,10280113,10280117,3,3.4,P2 · 💳 ¿Qué te gustaría hacer?,"P3 · Para poder evaluar tu solicitud de reembolso, po…"
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,10280113,10280144,4,4.5,P2 · 💳 ¿Qué te gustaría hacer?,P3 · ¡Hola! No he recibido tu respuesta y me encantar…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",false,10280113,10280146,26,29.2,P2 · 💳 ¿Qué te gustaría hacer?,P3 · Entiendo que necesitas ayuda con algo que no te …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,10280113,10280147,9,10.1,P2 · 💳 ¿Qué te gustaría hacer?,P3 · Entiendo que no lo has logrado gestionar desde t…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280113,10280265,3,3.4,P2 · 💳 ¿Qué te gustaría hacer?,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,false,10280113,10280271,1,1.1,P2 · 💳 ¿Qué te gustaría hacer?,P3 · Gracias por tu contacto! Te estás comunicando fu…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280113,10280272,3,3.4,P2 · 💳 ¿Qué te gustaría hacer?,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280113,10280279,2,2.2,P2 · 💳 ¿Qué te gustaría hacer?,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,💳 ¿Qué te gustaría hacer?,✖ No avanzó (abandonó),true,10280113,__FIN__,13,14.6,P2 · 💳 ¿Qué te gustaría hacer?,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,false,10280130,10280108,1,9.1,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,false,10280130,10280112,2,18.2,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280130,__FIN__,8,72.7,P2 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280135,10280130,1,10.0,P2 · Si sientes que no has hecho click con tu especia…,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario","Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",false,10280135,10280135,1,10.0,P2 · Si sientes que no has hecho click con tu especia…,P3 · Si sientes que no has hecho click con tu especia…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,10280135,10280147,2,20.0,P2 · Si sientes que no has hecho click con tu especia…,P3 · Entiendo que no lo has logrado gestionar desde t…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280135,10280286,2,20.0,P2 · Si sientes que no has hecho click con tu especia…,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",✖ No avanzó (abandonó),true,10280135,__FIN__,4,40.0,P2 · Si sientes que no has hecho click con tu especia…,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Estaremos de vuelta en nuestro horario de atención para ayudarte personalmente. Si aún no has resuelto tu problema, ¡no te preocupes! Trabajaremos contigo para asegurarnos de que no pierdas tu próxima sesión. 🤝💻 ¡Gracias por tu paciencia!","En este momento, no estamos disponibles para asistencia directa, pero no te preocupes. Hemos recopilado las soluciones a los problemas técnicos más comunes para ti. 🛠️✨ Ingresa al siguiente enlace: https://40159402.hs-sites.com/es/soporte-tecnico/soluci%C3%B3n-de-problemas",false,10280137,10280106,1,100.0,P2 · Estaremos de vuelta en nuestro horario de atenci…,"P3 · En este momento, no estamos disponibles para asi…"
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.","Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 24 horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",false,10280140,10280142,27,93.1,"P2 · Entendemos que pueden surgir imprevistos, pero t…",P3 · Vamos a transferir el caso con un agente para ve…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280140,10280258,2,6.9,"P2 · Entendemos que pueden surgir imprevistos, pero t…",P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 24 horas de anticipación, haremos todo lo posible para acomodarte y reagendar.","Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,10280142,10280140,2,20.0,P2 · Vamos a transferir el caso con un agente para ve…,"P3 · Entendemos que pueden surgir imprevistos, pero t…"
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 24 horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280142,10280258,8,80.0,P2 · Vamos a transferir el caso con un agente para ve…,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,false,10280144,10280098,5,5.4,P2 · ¡Hola! No he recibido tu respuesta y me encantar…,P3 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,💳 ¿Qué te gustaría hacer?,false,10280144,10280113,1,1.1,P2 · ¡Hola! No he recibido tu respuesta y me encantar…,P3 · 💳 ¿Qué te gustaría hacer?
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,false,10280144,10280264,2,2.2,P2 · ¡Hola! No he recibido tu respuesta y me encantar…,P3 · Gracias por tu contacto! Te estás comunicando fu…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280144,10280265,79,85.9,P2 · ¡Hola! No he recibido tu respuesta y me encantar…,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,✖ No avanzó (abandonó),true,10280144,__FIN__,5,5.4,P2 · ¡Hola! No he recibido tu respuesta y me encantar…,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,false,10280146,10280264,5,3.7,P2 · Entiendo que necesitas ayuda con algo que no te …,P3 · Gracias por tu contacto! Te estás comunicando fu…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280146,10280265,93,69.4,P2 · Entiendo que necesitas ayuda con algo que no te …,P3 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",✖ No avanzó (abandonó),true,10280146,__FIN__,36,26.9,P2 · Entiendo que necesitas ayuda con algo que no te …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,false,10280147,10280108,1,11.1,P2 · Entiendo que no lo has logrado gestionar desde t…,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,false,10280147,10280112,2,22.2,P2 · Entiendo que no lo has logrado gestionar desde t…,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,✖ No avanzó (abandonó),true,10280147,__FIN__,6,66.7,P2 · Entiendo que no lo has logrado gestionar desde t…,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,false,10280237,10280237,1,100.0,P2 · Ingresa a este enlace para descargar la aplicaci…,P3 · Ingresa a este enlace para descargar la aplicaci…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,✖ No avanzó (abandonó),true,10280244,__FIN__,1,100.0,P2 · Gracias por tu contacto! Te estás comunicando fu…,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280245,__FIN__,8,100.0,P2 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,10280258,10280140,1,25.0,P2 · ¡Hola! Estas hablando con un agente de Atención …,"P3 · Entendemos que pueden surgir imprevistos, pero t…"
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 24 horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",false,10280258,10280142,2,50.0,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · Vamos a transferir el caso con un agente para ve…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280258,__FIN__,1,25.0,P2 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,10280264,10280144,1,100.0,P2 · Gracias por tu contacto! Te estás comunicando fu…,P3 · ¡Hola! No he recibido tu respuesta y me encantar…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,false,10280265,10280098,4,9.5,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,10280265,10280144,30,71.4,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · ¡Hola! No he recibido tu respuesta y me encantar…
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",false,10280265,10280146,7,16.7,P2 · ¡Hola! Estas hablando con un agente de Atención …,P3 · Entiendo que necesitas ayuda con algo que no te …
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280265,__FIN__,1,2.4,P2 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,2,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280286,__FIN__,1,100.0,P2 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P2)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,✖ No avanzó (abandonó),true,10280098,__FIN__,9,100.0,P3 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,"⚙️ Si estás experimentando problemas técnicos, no te preocupes, estamos para ayudarte. ¿Puedes contarme más del problema por favor? En breve te respondemos.",✖ No avanzó (abandonó),true,10280101,__FIN__,1,100.0,"P3 · ⚙️ Si estás experimentando problemas técnicos, n…",✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,"En este momento, no estamos disponibles para asistencia directa, pero no te preocupes. Hemos recopilado las soluciones a los problemas técnicos más comunes para ti. 🛠️✨ Ingresa al siguiente enlace: https://40159402.hs-sites.com/es/soporte-tecnico/soluci%C3%B3n-de-problemas","En este momento, no estamos disponibles para asistencia directa, pero no te preocupes. Hemos recopilado las soluciones a los problemas técnicos más comunes para ti. 🛠️✨ Ingresa al siguiente enlace: https://40159402.hs-sites.com/es/soporte-tecnico/soluci%C3%B3n-de-problemas",false,10280106,10280106,1,100.0,"P3 · En este momento, no estamos disponibles para asi…","P4 · En este momento, no estamos disponibles para asi…"
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,✖ No avanzó (abandonó),true,10280108,__FIN__,2,100.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,✖ No avanzó (abandonó),true,10280112,__FIN__,4,100.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,💳 ¿Qué te gustaría hacer?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280113,10280265,1,100.0,P3 · 💳 ¿Qué te gustaría hacer?,P4 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280115,10280130,7,35.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P4 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",false,10280115,10280146,1,5.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P4 · Entiendo que necesitas ayuda con algo que no te …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,10280115,10280147,7,35.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P4 · Entiendo que no lo has logrado gestionar desde t…
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,✖ No avanzó (abandonó),true,10280115,__FIN__,5,25.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de fecha de pago en menos de 1 minuto. 👇🏻 https://opcionyo.com/atc/adelantar-fecha-renovacion,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280116,10280293,2,50.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P4 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de fecha de pago en menos de 1 minuto. 👇🏻 https://opcionyo.com/atc/adelantar-fecha-renovacion,✖ No avanzó (abandonó),true,10280116,__FIN__,2,50.0,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P3)
1292751,(sin nombre),(sin nombre) #1292751,atc,3,"Para poder evaluar tu solicitud de reembolso, por favor registra tus datos aquí: https://share.hsforms.com/1yUsEVqycSGKrLfZsjQd0WQnwr6y En máximo 72 horas hábiles nos comunicaremos contigo para continuar con tu proceso. Muchas gracias🌟",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280117,10280130,1,33.3,"P3 · Para poder evaluar tu solicitud de reembolso, po…",P4 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,"Para poder evaluar tu solicitud de reembolso, por favor registra tus datos aquí: https://share.hsforms.com/1yUsEVqycSGKrLfZsjQd0WQnwr6y En máximo 72 horas hábiles nos comunicaremos contigo para continuar con tu proceso. Muchas gracias🌟",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,10280117,10280279,2,66.7,"P3 · Para poder evaluar tu solicitud de reembolso, po…",P4 · ¡Hola! Estas hablando con un agente de Atención …
1292751,(sin nombre),(sin nombre) #1292751,atc,3,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,10280130,__FIN__,9,100.0,P3 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P3)
