Poll ID,Plantilla,Flujo,Canal,Paso Origen,Nodo Origen,Nodo Destino,Es Fuga,Origen ID,Destino ID,N Clientes,Pct Del Nodo,Nodo Origen Key,Nodo Destino Key
1129670,problemas_tecnicos_dic_2025,problemas_tecnicos_dic_2025 #1129670,atc,1,"¡Excelente decisión, {{hubspot_firstname}}! 💚 Aquí puedes agendar una breve prueba técnica (10 min) para asegurarte de que todo funcione bien antes de tu próxima sesión: 👉https://opcionyo.com/especialista-agendar/841/soporte-tecnico Revisaremos audio, video y acceso a la plataforma.",✖ No avanzó (abandonó),true,9216012,__FIN__,7,100.0,"P1 · ¡Excelente decisión, {{hubspot_firstname}}! 💚 Aq…",✖ No avanzó (P1)
1129686,hsm_problemas_tecnicos,hsm_problemas_tecnicos #1129686,atc,1,"¡Excelente decisión, {{hubspot_firstname}}! 💚 Aquí puedes agendar una breve prueba técnica (10 min) para asegurarte de que todo funcione bien antes de tu próxima sesión: 👉https://opcionyo.com/especialista-agendar/841/soporte-tecnico Revisaremos audio, video y acceso a la plataforma.","¡Excelente decisión, {{hubspot_firstname}}! 💚 Aquí puedes agendar una breve prueba técnica (10 min) para asegurarte de que todo funcione bien antes de tu próxima sesión: 👉https://opcionyo.com/especialista-agendar/841/soporte-tecnico Revisaremos audio, video y acceso a la plataforma.",false,9216149,9216149,3,15.0,"P1 · ¡Excelente decisión, {{hubspot_firstname}}! 💚 Aq…","P2 · ¡Excelente decisión, {{hubspot_firstname}}! 💚 Aq…"
1129686,hsm_problemas_tecnicos,hsm_problemas_tecnicos #1129686,atc,1,"¡Excelente decisión, {{hubspot_firstname}}! 💚 Aquí puedes agendar una breve prueba técnica (10 min) para asegurarte de que todo funcione bien antes de tu próxima sesión: 👉https://opcionyo.com/especialista-agendar/841/soporte-tecnico Revisaremos audio, video y acceso a la plataforma.",✖ No avanzó (abandonó),true,9216149,__FIN__,17,85.0,"P1 · ¡Excelente decisión, {{hubspot_firstname}}! 💚 Aq…",✖ No avanzó (P1)
1129686,hsm_problemas_tecnicos,hsm_problemas_tecnicos #1129686,atc,2,"¡Excelente decisión, {{hubspot_firstname}}! 💚 Aquí puedes agendar una breve prueba técnica (10 min) para asegurarte de que todo funcione bien antes de tu próxima sesión: 👉https://opcionyo.com/especialista-agendar/841/soporte-tecnico Revisaremos audio, video y acceso a la plataforma.",✖ No avanzó (abandonó),true,9216149,__FIN__,3,100.0,"P2 · ¡Excelente decisión, {{hubspot_firstname}}! 💚 Aq…",✖ No avanzó (P2)
1216650,prueba_mensaje_28hs_antes,prueba_mensaje_28hs_antes #1216650,atc,1,"Hola {{hubspot_firstname}}, Tu sesión es mañana a las {{hubspot_sesion_en_28hs}}, Como no hemos recibido cambios, tu sesión sigue confirmada. Si no podrás asistir, puedes reagendarla dentro de las próximas 2h. Las sesiones no canceladas con 24h de anticipación se consideran tomadas. Gracias por tu compromiso ✨",✖ No avanzó (abandonó),true,10814406,__FIN__,4085,100.0,"P1 · Hola {{hubspot_firstname}}, Tu sesión es mañana …",✖ No avanzó (P1)
1216650,prueba_mensaje_28hs_antes,prueba_mensaje_28hs_antes #1216650,atc,1,"Hola {{hubspot_firstname}}, Tu sesión es mañana a las {{hubspot_sesion_en_28hs}}, Como no hemos recibido cambios, tu sesión sigue confirmada. Si no podrás asistir, puedes reagendarla dentro de las próximas 2h. Las sesiones no canceladas con 24h de anticipación se consideran tomadas. Gracias por tu compromiso ✨",✖ No avanzó (abandonó),true,11166159,__FIN__,3824,100.0,"P1 · Hola {{hubspot_firstname}}, Tu sesión es mañana …",✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"⚙️ Si estás experimentando problemas técnicos, no te preocupes, estamos para ayudarte. ¿Puedes contarme más del problema por favor? En breve te respondemos.",false,9873212,9873215,49,6.7,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,"P2 · ⚙️ Si estás experimentando problemas técnicos, n…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"En este momento, no estamos disponibles para asistencia directa, pero no te preocupes. Hemos recopilado las soluciones a los problemas técnicos más comunes para ti. 🛠️✨ Ingresa al siguiente enlace: https://40159402.hs-sites.com/es/soporte-tecnico/soluci%C3%B3n-de-problemas",false,9873212,9873220,1,0.1,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,"P2 · En este momento, no estamos disponibles para asi…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,false,9873212,9873222,3,0.4,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,false,9873212,9873226,18,2.5,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,💳 ¿Qué te gustaría hacer?,false,9873212,9873227,101,13.9,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · 💳 ¿Qué te gustaría hacer?
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873212,9873244,5,0.7,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"Si sientes que no has hecho click con tu especialista, podemos ayudarte a cambiar a otro. Ingresa a este link y sigue las instrucciones. 👇🏻 https://opcionyo.com/paciente/atc/no-hice-click-especialista-formulario",false,9873212,9873250,14,1.9,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Si sientes que no has hecho click con tu especia…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,9873212,9873255,44,6.0,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,"P2 · Entendemos que pueden surgir imprevistos, pero t…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 2️⃣4️⃣ horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",false,9873212,9873257,5,0.7,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Vamos a transferir el caso con un agente para ve…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,9873212,9873266,87,11.9,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · ¡Hola! No he recibido tu respuesta y me encantar…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,"Entiendo que necesitas ayuda con algo que no te aparece en el menú. Con mucho gusto te conecto con un agente, ¿puedes compartir más detalles por favor?",false,9873212,9873268,141,19.3,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Entiendo que necesitas ayuda con algo que no te …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,9873212,9873269,6,0.8,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Entiendo que no lo has logrado gestionar desde t…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873212,9873380,9,1.2,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873212,9873387,40,5.5,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873212,9873408,2,0.3,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,✖ No avanzó (abandonó),true,9873212,__FIN__,204,28.0,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.","Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 2️⃣4️⃣ horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",false,9873255,9873257,7,87.5,"P1 · Entendemos que pueden surgir imprevistos, pero t…",P2 · Vamos a transferir el caso con un agente para ve…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873255,9873380,1,12.5,"P1 · Entendemos que pueden surgir imprevistos, pero t…",P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 2️⃣4️⃣ horas de anticipación, haremos todo lo posible para acomodarte y reagendar.","Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,9873257,9873255,2,100.0,P1 · Vamos a transferir el caso con un agente para ve…,"P2 · Entendemos que pueden surgir imprevistos, pero t…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Me encantaría ayudarte. Ayúdame a confirmar qué quieres cancelar.,"Lamentamos mucho que quieras abandonar tu proceso de bienestar. El proceso de cancelación solo se realiza a través de nuestra plataforma, pero antes nos encantaría entender en qué podemos seguir mejorando. ¿Podrías compartir conmigo el motivo que te lleva a tomar esta decisión?",false,9873259,9873261,105,66.9,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Lamentamos mucho que quieras abandonar tu proces…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Me encantaría ayudarte. Ayúdame a confirmar qué quieres cancelar.,"Las cancelaciones se realizan exclusivamente a través de este enlace: https://opcionyo.com/atc/cancelar-plan Ten presente que si no se completa el proceso, tu plan seguirá activo y se renovará. Nos contactaremos contigo en 1 o 2 días hábiles para confirmar que se procesó.",false,9873259,9873262,2,1.3,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P2 · Las cancelaciones se realizan exclusivamente a t…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Me encantaría ayudarte. Ayúdame a confirmar qué quieres cancelar.,"Hola, quedamos pendientes de tu respuesta para ayudarte a procesar tu solicitud de cancelación.",false,9873259,9873263,6,3.8,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,"P2 · Hola, quedamos pendientes de tu respuesta para a…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Me encantaría ayudarte. Ayúdame a confirmar qué quieres cancelar.,✖ No avanzó (abandonó),true,9873259,__FIN__,44,28.0,P1 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,false,9873266,9873212,11,34.4,P1 · ¡Hola! No he recibido tu respuesta y me encantar…,P2 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873266,9873387,9,28.1,P1 · ¡Hola! No he recibido tu respuesta y me encantar…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,✖ No avanzó (abandonó),true,9873266,__FIN__,12,37.5,P1 · ¡Hola! No he recibido tu respuesta y me encantar…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,"No te preocupes, vamos a transferirte con un agente de Atención al Cliente.",✖ No avanzó (abandonó),true,9873330,__FIN__,7,100.0,"P1 · No te preocupes, vamos a transferirte con un age…",✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,false,9873359,9873359,2,5.9,P1 · Ingresa a este enlace para descargar la aplicaci…,P2 · Ingresa a este enlace para descargar la aplicaci…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,false,9873359,9873366,4,11.8,P1 · Ingresa a este enlace para descargar la aplicaci…,P2 · Gracias por tu contacto! Te estás comunicando fu…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873359,9873367,13,38.2,P1 · Ingresa a este enlace para descargar la aplicaci…,P2 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Ingresa a este enlace para descargar la aplicación fácilmente: https://app.opcionyo.com/api/mobile/app-install,✖ No avanzó (abandonó),true,9873359,__FIN__,15,44.1,P1 · Ingresa a este enlace para descargar la aplicaci…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,✖ No avanzó (abandonó),true,9873366,__FIN__,1,100.0,P1 · Gracias por tu contacto! Te estás comunicando fu…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,9873367,__FIN__,5,100.0,P1 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,✖ No avanzó (abandonó),true,9873372,__FIN__,2,100.0,P1 · Gracias por tu contacto! Te estás comunicando fu…,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,✖ No avanzó (abandonó),true,9873373,__FIN__,15,100.0,P1 · ¡Hola! Estas hablando con un agente de Atención …,✖ No avanzó (P1)
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,9873379,9873255,1,33.3,P1 · Gracias por tu contacto! Te estás comunicando fu…,"P2 · Entendemos que pueden surgir imprevistos, pero t…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,Gracias por tu contacto! Te estás comunicando fuera de nuestro horario de atención. Déjanos un mensaje detallado para procesar tu solicitud apenas estemos de regreso.,"Vamos a transferir el caso con un agente para verificar la posibilidad de recuperar esta sesión. No te olvides, que siempre que nos avises con 2️⃣4️⃣ horas de anticipación, haremos todo lo posible para acomodarte y reagendar.",false,9873379,9873257,2,66.7,P1 · Gracias por tu contacto! Te estás comunicando fu…,P2 · Vamos a transferir el caso con un agente para ve…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,"Entendemos que pueden surgir imprevistos, pero ten presente que no recibimos tu cancelación a tiempo. Tu especialista te estuvo esperando en el espacio que reservó especialmente para ti.",false,9873380,9873255,2,100.0,P1 · ¡Hola! Estas hablando con un agente de Atención …,"P2 · Entendemos que pueden surgir imprevistos, pero t…"
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,false,9873387,9873212,6,37.5,P1 · ¡Hola! Estas hablando con un agente de Atención …,P2 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…
1271361,(sin nombre),(sin nombre) #1271361,atc,1,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,9873387,9873266,10,62.5,P1 · ¡Hola! Estas hablando con un agente de Atención …,P2 · ¡Hola! No he recibido tu respuesta y me encantar…
1271361,(sin nombre),(sin nombre) #1271361,atc,2,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! No he recibido tu respuesta y me encantaría ayudarte. ¿Puedes comentarme cómo te puedo apoyar?,false,9873212,9873266,6,35.3,P2 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P3 · ¡Hola! No he recibido tu respuesta y me encantar…
1271361,(sin nombre),(sin nombre) #1271361,atc,2,¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀️ Te puedo ayudar con información sobre tus sesiones y mucho más. *Elige una de estas alternativas* para conectarte con el área correspondiente:,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873212,9873387,11,64.7,P2 · ¡Hola! Soy la asistente virtual de Opción Yo 🦸‍♀…,P3 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,"⚙️ Si estás experimentando problemas técnicos, no te preocupes, estamos para ayudarte. ¿Puedes contarme más del problema por favor? En breve te respondemos.",✖ No avanzó (abandonó),true,9873215,__FIN__,49,100.0,"P2 · ⚙️ Si estás experimentando problemas técnicos, n…",✖ No avanzó (P2)
1271361,(sin nombre),(sin nombre) #1271361,atc,2,"En este momento, no estamos disponibles para asistencia directa, pero no te preocupes. Hemos recopilado las soluciones a los problemas técnicos más comunes para ti. 🛠️✨ Ingresa al siguiente enlace: https://40159402.hs-sites.com/es/soporte-tecnico/soluci%C3%B3n-de-problemas",✖ No avanzó (abandonó),true,9873220,__FIN__,1,100.0,"P2 · En este momento, no estamos disponibles para asi…",✖ No avanzó (P2)
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,false,9873222,9873222,1,33.3,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873222,9873244,1,33.3,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. https://opcionyo.com/atc/mas-sesiones,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,9873222,9873269,1,33.3,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · Entiendo que no lo has logrado gestionar desde t…
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,¡Hola! Estas hablando con un agente de Atención al Cliente. Estoy aquí para ayudarte 😊⭐,false,9873226,9873244,8,44.4,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · ¡Hola! Estas hablando con un agente de Atención …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,Entiendo que no lo has logrado gestionar desde tu perfil. ¿Puedes compartir conmigo los detalles del inconveniente? Voy a derivarte con un agente que pueda ayudarte.,false,9873226,9873269,4,22.2,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,P3 · Entiendo que no lo has logrado gestionar desde t…
1271361,(sin nombre),(sin nombre) #1271361,atc,2,🏃‍♀️ Evita demoras ingresando a este link donde podrás realizar el cambio en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/menos-sesiones,✖ No avanzó (abandonó),true,9873226,__FIN__,6,33.3,P2 · 🏃‍♀️ Evita demoras ingresando a este link donde …,✖ No avanzó (P2)
1271361,(sin nombre),(sin nombre) #1271361,atc,2,💳 ¿Qué te gustaría hacer?,"⚙️ Si estás experimentando problemas técnicos, no te preocupes, estamos para ayudarte. ¿Puedes contarme más del problema por favor? En breve te respondemos.",false,9873227,9873215,1,1.0,P2 · 💳 ¿Qué te gustaría hacer?,"P3 · ⚙️ Si estás experimentando problemas técnicos, n…"
1271361,(sin nombre),(sin nombre) #1271361,atc,2,💳 ¿Qué te gustaría hacer?,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de tu fecha de pago en menos de 1 minuto. 👇🏻https://opcionyo.com/atc/cambiar-fecha-renovacion,false,9873227,9873229,12,11.9,P2 · 💳 ¿Qué te gustaría hacer?,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,💳 ¿Qué te gustaría hacer?,🏃‍♀️ Evita demoras ingresando a este link donde podrás gestionar el cambio de fecha de pago en menos de 1 minuto. 👇🏻 https://opcionyo.com/atc/adelantar-fecha-renovacion,false,9873227,9873230,1,1.0,P2 · 💳 ¿Qué te gustaría hacer?,P3 · 🏃‍♀️ Evita demoras ingresando a este link donde …
1271361,(sin nombre),(sin nombre) #1271361,atc,2,💳 ¿Qué te gustaría hacer?,"Para poder evaluar tu solicitud de reembolso, por favor registra tus datos aquí: https://share.hsforms.com/1yUsEVqycSGKrLfZsjQd0WQnwr6y En máximo 72 horas hábiles nos comunicaremos contigo para continuar con tu proceso. Muchas gracias🌟",false,9873227,9873231,2,2.0,P2 · 💳 ¿Qué te gustaría hacer?,"P3 · Para poder evaluar tu solicitud de reembolso, po…"
